# name: tr 
# type: matrix
# rows: 2000 
# columns: 2
1.210446 0.242503
0.229706 0.293446
1.233244 1.003554
-0.383843 1.182189
0.900661 0.645192
0.334042 1.508318
0.745462 0.858820
1.220873 0.364197
0.170163 0.829797
0.489410 0.914156
0.598178 1.092100
-0.384474 1.528697
0.687167 1.268723
-0.191344 1.104228
0.630587 1.125793
0.566368 1.558078
0.032665 0.383805
0.055495 1.195517
0.882646 0.585667
0.725940 0.527043
0.658524 0.856099
-0.048516 1.127659
0.430555 0.764262
0.536143 1.659034
0.335348 0.889123
0.828036 0.334364
0.654059 1.214928
1.550672 0.941954
0.093658 1.126862
0.923280 0.453959
0.000678 1.037875
-0.180052 1.091546
0.479283 1.472107
0.613500 0.637022
0.567330 0.371727
-0.087695 1.083545
-0.113280 1.242200
1.059134 1.551874
0.528777 0.224316
1.236935 0.705716
0.456504 1.106955
1.264223 0.799404
0.864767 0.471691
1.250057 1.321504
0.744365 1.466666
0.378602 1.203471
1.206447 0.629183
0.194500 0.921352
0.356153 1.402018
0.975249 0.207810
0.356837 0.558057
-0.242399 1.453916
-0.128627 1.230950
0.772737 0.877368
0.890732 1.442356
1.187592 0.646035
0.267879 0.851186
0.923569 0.532508
0.700387 0.479396
-0.042237 0.973614
0.485993 1.116515
0.680982 0.340424
1.507226 1.107049
0.282189 0.696054
0.029113 0.702801
0.816982 0.672641
1.013030 0.317965
-0.522630 1.709389
0.125858 0.732257
0.433306 1.636323
-0.409356 1.662104
0.422837 1.540452
0.964788 0.348203
0.696118 0.856366
0.516089 1.100435
0.561482 0.197474
0.519900 1.097184
0.440353 0.775736
0.209779 0.859821
0.320458 1.270924
0.342381 1.213031
0.234832 0.926525
0.771665 1.071084
-0.584060 1.671693
0.397211 0.928026
0.572809 1.058570
0.895487 0.952594
0.009697 0.638997
0.291661 1.084280
0.557548 1.295469
1.079666 0.874793
-0.446254 1.347060
0.178694 1.034098
0.236703 1.797009
1.675330 1.058050
0.447102 0.291916
1.073873 0.298382
1.270202 0.635654
0.807259 1.299315
0.227986 1.428915
-0.624818 1.190043
0.742954 1.020759
0.842990 0.896465
-0.608769 1.525543
-0.158659 1.795431
-0.068686 1.376344
0.489651 0.973695
0.941955 1.370762
-0.590499 1.143804
0.848768 0.988044
0.273338 0.994290
-0.211926 1.344157
0.422652 1.589046
0.326199 1.139713
0.915278 0.510672
0.617327 0.206578
0.056901 0.802945
0.601365 0.274610
0.797515 0.777542
0.654034 1.385856
0.620863 0.894024
0.735019 1.344167
0.553487 0.544425
0.293653 1.044805
1.474006 1.168609
0.243917 1.374646
0.798455 1.062626
1.046272 0.633341
1.375845 0.367134
1.275747 0.945018
1.300901 0.371410
1.175584 0.480926
-0.225503 0.958161
0.302357 1.216942
0.055625 0.305721
0.361390 1.294055
0.983119 1.515111
-0.169086 0.735774
0.199478 1.241044
1.586788 0.531847
0.464000 1.690069
0.809590 0.269126
0.360799 0.066692
0.903202 1.066066
0.196405 1.007862
0.450516 1.333058
-0.618276 1.180894
0.591090 0.161583
0.755647 1.131831
-0.381293 1.333373
1.071156 0.859873
0.730717 0.470045
1.166836 1.177177
1.206019 0.539301
-0.397027 1.446580
-0.286531 1.047983
0.003106 0.661247
0.833761 1.163720
0.564101 1.046284
1.203613 0.938248
0.723543 1.005074
1.405971 0.288141
0.726411 0.090404
1.020708 0.333189
0.683088 1.021176
0.874212 0.455542
1.307943 0.539239
0.007435 0.614672
1.341914 1.228169
1.110755 0.928569
0.257462 1.126196
-0.115479 1.396614
-0.261490 1.374528
0.776553 0.826618
0.039524 0.969197
0.392416 1.362440
1.414833 0.654830
0.856123 0.796425
0.415171 0.951865
-0.734224 1.235289
1.197197 1.278703
0.451854 1.180132
0.147044 1.121832
-0.029214 0.750782
0.498579 1.304547
0.557341 1.539750
0.435048 0.351112
1.290858 1.241424
1.288760 0.975321
0.042897 0.407886
0.481546 0.411153
0.526356 0.974791
0.982696 0.270671
0.523082 1.147939
0.039154 0.809502
0.478416 1.748494
0.211827 0.917773
0.824923 1.293132
0.447518 0.222027
0.440495 0.958240
1.123377 0.990323
0.798160 1.260371
0.429372 1.483496
0.877381 1.004433
0.759515 0.888357
0.625567 1.019122
0.793925 0.972613
-0.199875 1.185759
0.103725 1.770591
0.600819 0.540460
0.874645 0.674422
0.046733 0.913489
1.618485 1.046827
0.959706 0.952173
0.370953 0.621101
-0.148889 1.659187
1.234957 0.214496
0.358014 1.248944
-0.216120 1.783213
-0.129762 1.246614
0.218954 0.052213
0.703965 0.350993
0.097854 1.411549
0.808707 0.800214
-0.167862 1.059182
0.611946 1.522834
0.921206 0.583439
0.052480 1.036999
0.145217 0.983183
0.165506 0.149366
1.447999 0.807584
-0.605628 1.847120
1.283692 1.093422
-0.405343 0.940752
-0.415100 1.279636
0.217510 1.426351
0.428635 0.960617
0.546865 1.522219
0.489886 1.135204
0.419649 1.434716
0.275351 0.952284
1.790314 0.548975
0.668050 0.991748
0.225699 1.249205
0.226418 1.050541
1.304453 0.621323
0.542897 1.293252
-0.157013 1.400276
0.789293 1.730530
0.167045 0.467195
-0.604108 1.434293
0.389769 0.804457
0.480357 1.276016
0.312134 1.203826
0.461852 0.170490
1.497674 1.020195
0.625774 1.881651
0.136019 0.831745
0.205217 0.391711
0.487446 1.389502
0.448930 1.055979
0.475916 1.809248
0.246783 1.609444
0.988527 1.463083
0.722191 1.642753
0.817787 1.548943
-0.005634 1.186198
-0.384055 1.532927
0.131068 0.666913
-0.305234 1.020802
0.351965 0.587525
0.254597 1.480233
0.298001 1.050845
0.258273 0.590293
0.551464 1.028092
0.135008 0.865250
-0.329459 1.397486
0.952875 0.604230
0.118380 1.470625
0.292483 0.948669
0.086412 1.726631
-0.263445 1.009348
0.387289 0.817006
0.147189 1.039017
-0.338932 0.747018
-0.512270 1.686964
0.492581 1.211746
0.575748 1.423074
0.801714 0.853619
-0.035610 1.898975
-0.374920 1.005653
0.683205 1.247249
0.612478 0.835395
0.275293 0.239290
1.005670 0.673885
0.792062 0.970687
0.118386 1.530613
0.419213 1.273339
0.558799 1.086547
-0.748403 1.156458
0.717389 1.140796
-0.101280 0.562098
-0.481614 0.982557
0.730475 0.213954
1.123042 1.292897
0.960486 1.052505
0.746238 0.863526
0.780239 0.973719
0.965150 0.474492
0.790243 0.720210
1.212606 0.768294
0.554293 1.185116
0.296352 0.898385
0.687352 0.220691
0.839163 1.058361
0.951313 0.363703
-0.092869 1.642086
1.308950 0.966915
1.495512 0.752869
0.706154 1.154634
0.668941 1.345241
1.325255 0.349723
0.097314 0.656643
0.733586 0.870388
0.401108 0.227952
0.297058 0.880682
-0.184930 1.660906
0.133509 1.091805
-0.062872 1.447783
0.563205 0.966322
0.244956 0.407479
0.676776 1.232512
1.263166 0.235178
0.768505 0.604947
0.503953 1.232939
0.754774 1.308483
0.642683 0.822422
0.106299 1.417897
0.174276 1.405115
0.217961 0.556872
-0.416213 1.558700
0.806118 0.338828
0.345079 0.978267
1.159223 0.460846
0.199307 1.423069
0.293261 1.356148
-0.234768 1.538741
0.324001 1.663171
0.087019 1.250403
0.368578 0.452891
0.524455 1.325911
0.616451 0.715811
-0.281928 1.357710
0.568862 0.625760
0.105474 0.415773
0.140847 1.370994
0.843007 0.943347
1.305651 0.501351
1.565415 0.429136
0.567292 1.306226
0.233179 0.826084
1.246163 0.909861
-0.460762 1.726929
0.639487 1.024235
0.722926 0.391728
0.674914 0.301573
0.147310 0.736518
0.390038 1.018407
0.477634 0.423157
1.004460 0.937391
0.576306 0.789140
-0.387657 1.768626
0.047586 1.411509
0.190022 1.335993
0.363199 1.108134
0.324303 1.478932
0.717223 0.906408
0.274660 1.180049
-0.074193 0.956992
1.094672 0.751922
0.228619 1.708299
0.794158 0.713176
0.457676 0.639753
0.441151 1.053990
1.441203 1.186251
0.070786 1.149643
0.686862 0.582674
-0.405210 1.681574
0.826833 0.657624
1.009304 0.694844
0.446830 1.783021
0.329121 1.058847
0.013883 0.729939
0.616601 0.913918
1.222978 1.064939
0.762094 1.536689
0.619131 0.703754
1.135498 1.121513
0.702550 0.897187
-0.081163 1.660535
0.084520 1.140558
0.495719 0.759417
0.521480 1.074739
-0.324689 1.711472
0.285778 1.277802
-0.062750 1.128079
0.349226 0.733498
0.334205 1.584348
0.493375 0.994963
-0.253987 1.310834
0.181548 0.712710
0.232224 0.856857
0.722725 1.173597
0.600387 1.200254
-0.135014 1.883218
1.188741 0.490677
0.234980 0.166855
1.404435 0.302309
0.340313 0.968360
0.690361 0.663007
0.385358 0.931843
0.513625 1.331673
0.812791 0.773468
0.982546 0.505927
0.141407 0.846787
0.203019 1.808560
0.485214 0.873997
-0.571935 1.881923
0.392292 1.055863
0.204582 0.977112
-0.343428 1.405348
0.419112 1.159814
-0.039102 1.754315
1.278360 0.748261
-0.560868 1.923123
1.677584 0.503944
1.224810 1.044758
0.741226 0.576389
0.666807 0.834653
0.739082 0.551686
0.198263 1.211598
0.406000 1.476573
0.676460 1.150602
1.007562 1.274250
-0.210101 1.388230
0.475163 0.711464
-0.267280 0.900506
-0.037293 1.316439
-0.627774 1.698415
0.374156 0.835739
0.508372 0.811393
0.813451 0.602980
1.974308 1.016936
1.538294 0.858860
1.470299 0.741554
0.158636 1.356751
0.930521 0.596818
0.710173 1.143937
0.746930 0.584262
0.666869 0.915026
0.070219 1.191154
0.850824 1.036468
0.580692 0.749978
1.067513 0.990688
0.294304 0.495968
-0.117101 1.196884
1.639457 0.498747
0.754049 1.081830
0.119091 1.281124
-0.837136 1.940974
0.639723 0.153318
0.319500 1.353672
0.741713 0.351622
1.442667 1.190536
0.240407 0.720985
0.000257 1.444884
1.342927 1.454888
1.145790 0.531176
0.162263 1.070840
0.054592 0.844070
0.319840 1.311586
0.362389 0.848474
1.026901 1.371894
0.255371 0.743253
0.036780 0.846868
1.122111 0.725595
0.390456 0.565312
1.245864 0.451047
1.603450 1.258793
0.786259 0.423124
1.385772 0.750621
0.267850 0.497070
0.823388 0.740963
0.942068 0.966836
-0.205583 1.675555
1.074476 0.979036
1.001172 0.895877
-0.119325 0.610149
0.394057 1.070821
-0.251880 0.880393
-0.241419 0.832678
0.567408 0.418327
0.074948 1.834846
0.610504 0.819796
0.137941 1.263708
0.688010 0.418630
0.236184 0.874506
1.571487 0.635931
0.330415 0.602978
0.318028 0.815075
1.447673 0.872977
0.027149 1.445389
0.152690 0.912322
1.220143 0.591813
-0.044792 0.906855
0.743196 0.846913
0.394246 1.061639
0.528889 0.879302
0.501426 0.922051
0.830375 1.505952
0.247067 0.296618
0.290002 1.477074
0.064535 1.447372
0.178357 1.173437
0.908759 1.217628
0.852936 0.801751
0.259511 0.628862
-0.758315 1.147759
0.270130 0.827272
0.535131 0.871941
-0.322009 1.263523
1.198104 0.553100
0.506348 0.573143
0.952308 0.422251
0.937881 1.011128
0.066830 0.357719
0.680784 1.041328
-0.240356 1.623630
0.324472 0.792601
1.090792 0.203954
0.602289 0.779975
0.806979 0.700952
-0.420127 1.440627
0.496857 1.178281
1.086412 0.410303
0.110360 1.650286
1.165579 0.211640
-0.337155 1.241349
0.353910 0.889099
0.512498 0.595369
0.463052 0.916154
0.568255 1.647327
0.812945 1.290356
0.753675 0.812380
0.334253 1.257851
-0.515906 1.077127
0.619100 0.976985
-0.464463 1.220963
0.823661 1.031504
1.387803 1.260376
0.469236 0.992515
0.512359 0.840675
0.763760 1.047014
0.904138 0.900833
0.623675 0.862324
0.396081 1.505052
0.232255 0.501219
1.699230 0.997550
0.575599 0.779871
1.316113 0.678601
1.379270 0.892403
0.262830 1.435047
0.503288 1.586769
0.524759 1.179751
0.625471 0.053016
0.715343 0.795610
1.086365 1.558593
0.004069 0.459464
0.611398 1.231896
-0.045707 0.752692
0.254642 0.937383
0.701131 0.946033
0.687543 0.903422
0.310733 0.995563
0.033008 0.925835
1.053936 1.385638
-0.420835 1.566728
0.696015 0.698424
0.050074 0.593763
0.981304 1.149822
1.036330 0.791715
0.530538 0.678706
0.864442 1.497327
0.612188 0.886946
-0.407590 1.609273
1.057708 0.033767
-0.479779 1.522138
0.118637 1.247489
0.828409 0.294632
0.506611 1.504266
0.342303 1.300701
1.041708 0.294724
0.464094 1.170032
0.566933 0.846388
0.741930 0.851641
0.293651 1.704826
0.821960 0.243167
0.664605 1.132734
0.857540 1.118396
1.263624 1.018641
0.821153 0.676817
0.494721 0.684008
1.237654 1.222454
0.303641 1.697905
0.999700 1.737933
0.984250 1.450211
-0.251838 1.071116
0.514056 1.187588
0.241935 0.827655
1.290105 0.894700
0.662825 1.211557
0.663248 0.455207
0.517371 0.870705
0.287362 0.976570
0.173149 1.293095
-0.188325 1.170093
0.079449 1.086771
0.800861 1.012038
0.909465 1.238813
0.410824 1.114228
-0.084033 1.522628
0.788885 1.318876
0.369305 0.066621
1.010541 0.100197
1.037123 1.170438
0.910893 0.300593
0.214103 0.410123
0.264802 0.522716
0.950541 1.071553
0.964500 1.010505
0.530148 0.775753
0.625706 0.532792
0.130532 1.292171
1.380260 0.498424
-0.054700 1.830902
1.099818 0.486183
0.179496 0.757315
1.388657 1.034931
0.591295 1.045614
0.331153 0.707085
0.431717 0.980914
1.276627 0.459116
0.245972 1.089789
-0.118494 0.762964
0.490456 0.986103
0.662052 1.032436
0.849057 0.291831
0.620116 1.267908
0.117505 1.105431
-0.417897 1.314386
1.220258 0.936827
0.439518 0.540798
0.262299 0.195729
0.754552 0.641217
0.677086 0.898007
0.907085 0.900760
0.292171 1.520333
0.042883 1.258941
-0.437263 0.923501
-0.145772 1.332898
1.254697 0.623800
0.887531 0.918787
0.003404 1.025676
1.349861 1.060168
-0.008008 1.540342
0.363384 0.928665
0.421434 0.873154
0.085126 1.006240
-0.082004 0.846797
0.051903 1.554477
-0.276260 1.223152
1.029463 0.962532
0.347555 1.942578
0.522024 0.933152
1.668771 0.187821
-0.765495 1.347536
0.792302 1.238508
0.636501 0.812282
0.471959 1.107381
0.062325 1.318940
1.123399 0.461614
0.450936 1.172156
0.566234 0.896042
0.813115 0.960470
0.142840 1.097298
-0.001841 0.940120
0.000766 1.244825
0.814578 1.446344
1.822131 0.565148
0.934078 1.814215
1.493203 0.717231
1.298833 1.029458
0.822108 0.789570
0.355855 1.233741
0.237352 0.245121
0.832994 1.584806
0.407935 1.825661
0.607793 1.405947
-0.696321 1.635859
0.469115 0.695710
0.269247 0.546198
-0.080842 0.809763
0.859110 0.886765
0.387968 0.168454
0.645434 1.247921
-0.475873 1.493323
0.919392 0.288090
0.266445 1.255481
0.787025 1.414985
1.017278 0.676212
-0.171378 1.140964
0.789461 1.371755
0.197474 1.164855
-0.008947 0.921647
0.833359 0.628516
0.695353 0.168432
0.211408 1.346668
0.811018 0.107421
0.784840 1.113779
-0.591822 1.276477
0.540393 1.798860
0.461112 0.429347
0.451887 1.468728
1.414919 0.786398
0.647943 0.894830
0.153747 1.116538
0.186003 1.362208
1.470156 0.669774
-0.053390 1.199818
1.017770 1.066397
0.255612 1.243167
0.751591 0.256421
0.939616 0.421600
0.719774 1.060381
0.928032 1.212576
0.570701 1.305367
0.221850 1.320818
0.210742 0.659511
0.373673 1.450263
1.516467 0.487482
0.646840 0.413452
0.119921 1.415576
0.799678 1.699978
0.290821 1.098987
0.269042 0.401611
0.547653 1.466256
0.862932 0.823981
-0.398919 0.990917
0.238465 0.492579
0.467817 0.883435
0.352395 0.732321
-0.225717 1.908294
0.163866 0.744166
0.219830 1.787491
1.489002 1.230868
-0.748606 1.231286
1.606039 0.811240
1.496414 0.278983
0.795463 0.215135
-0.598256 0.966131
0.570781 1.151859
0.795133 0.139185
-0.024119 0.797807
0.738397 0.617233
1.048925 0.722352
0.161901 1.553306
1.652370 0.268079
-0.508362 0.948979
0.286394 1.129562
0.583997 0.912887
0.319590 1.064763
1.453252 0.448633
0.248568 0.877725
1.175686 0.634852
0.215749 1.040213
0.137099 1.416544
1.108832 0.946875
0.594049 0.721225
1.598975 0.684293
0.008928 1.802991
1.300172 0.812071
0.636566 1.661192
0.262348 1.402559
0.118954 1.568646
0.093568 0.910845
0.520988 1.633715
-0.412479 1.255987
-0.078682 1.464499
0.973490 1.231077
1.345656 1.162658
0.391998 0.560346
0.052979 1.064901
0.400229 0.929590
0.254911 0.965540
0.172296 0.911921
-0.023582 1.087091
1.135098 0.871639
0.704913 0.449833
0.425830 1.088384
0.501807 0.733361
0.496302 0.803484
0.357230 0.762725
-0.029465 1.439815
0.268721 1.291256
0.201616 1.080540
-0.608766 1.859621
0.281776 0.780537
-0.627665 1.463409
-0.200082 0.967168
0.047455 1.510674
0.289651 1.297526
0.853466 1.159660
0.847301 1.377980
0.347352 1.745574
0.550378 -1.171816
-0.193594 0.516545
-0.477802 0.212680
0.078975 -0.780345
-0.130513 -1.391059
0.435284 -0.798882
-0.348360 0.574368
0.040161 -1.471122
-0.136208 0.141364
-0.986011 0.562411
-0.441010 -0.386167
-0.318838 -0.411022
-0.702667 0.387741
0.317532 -1.013083
-0.634642 0.324900
-0.528192 -1.030328
-0.896356 -0.102664
-0.029541 -1.134240
0.670788 0.220550
-0.209090 0.331510
-0.885353 -0.833782
0.652954 -0.812855
-0.437198 -0.264822
0.163250 0.453046
-0.676790 -0.929785
0.438950 -1.192775
0.284222 -1.021674
-0.166145 -1.320046
0.578452 -0.127599
0.675362 -1.022980
0.568334 -0.725968
0.544112 -1.408380
-0.505093 -0.553670
0.597073 0.050841
0.056344 0.624808
0.365286 -0.222826
0.304905 -1.290945
-0.105309 -0.005180
-0.041137 -0.836653
0.144707 -1.644001
-0.005251 -0.864813
-0.391413 -0.885256
0.321632 -1.116353
0.049382 -0.170363
0.281889 -0.060367
0.520297 -1.461466
-0.528202 0.596012
0.899938 -0.990597
-0.026580 -1.355534
0.105707 -1.278247
-0.168290 0.572774
-0.252420 0.363746
-0.036997 -0.718186
0.343177 -0.937843
-0.022205 -1.842180
-0.750271 0.639019
0.992681 -1.687022
0.005214 -1.841977
0.320174 -0.145891
-0.680196 -0.726364
-0.176290 -0.606375
-0.267677 0.488107
-0.291737 0.148704
0.651622 -1.178256
0.163691 0.558068
-0.135077 -1.017515
0.071979 -1.127831
-0.262816 -1.063825
0.197463 0.169323
-0.101310 0.734959
0.360593 -1.010915
-0.438365 0.066886
0.054535 0.083106
0.350758 -1.078608
-0.682945 0.411382
-0.219115 0.492707
-0.128807 -1.296096
0.090195 -1.359018
0.188791 -0.686654
-0.336115 0.365460
0.223027 -0.480921
-0.414070 0.346976
0.384994 -0.787103
0.030203 -0.601344
0.086404 -1.033589
-0.140638 0.073980
0.507359 -1.639616
0.042312 0.138599
0.275812 -0.433350
0.299035 0.498644
-0.118373 -0.791780
-0.092398 0.089001
0.518652 -0.370905
-0.932965 0.977206
0.574698 -0.044923
-0.728455 -0.879224
0.096322 0.456789
0.322975 -1.164715
0.049790 -0.807561
-0.588459 -0.302427
-0.730522 -0.914353
0.515692 -0.654255
-0.048538 -1.455247
0.027474 -1.234222
0.161282 -0.069789
-0.061229 0.449434
0.121261 -1.183845
0.492783 -0.265724
0.233824 -0.155218
0.024419 -1.538984
0.438342 -1.051560
0.423243 -0.173869
-0.278565 -0.558935
0.044162 0.006140
-0.407246 -0.079989
-0.026717 0.149089
-0.690671 -0.232646
-0.363477 -0.864809
0.212850 -1.608801
0.123429 0.102028
0.129228 -1.233679
0.095847 -0.407700
0.124087 -1.331035
-0.691206 0.625411
0.168717 -1.561155
0.513427 0.064342
0.229301 0.622681
-0.771422 -0.429351
-0.180104 -1.256468
-0.001091 -0.666233
-0.340746 -0.961071
0.014692 -0.055336
-0.400252 -0.603285
0.181672 -1.060162
0.054025 -0.660191
0.038394 -1.473161
0.198294 -1.049638
-0.106659 -0.573467
-0.633987 0.689628
-0.843504 0.584429
0.181221 -1.428048
-0.043006 -1.399362
-0.545567 -0.503383
-0.064971 -1.299046
-0.307238 0.219791
0.009633 -1.026863
-0.443051 -0.889919
0.477484 -0.602023
-0.088723 -0.027983
-0.135123 0.223398
0.308254 -0.745850
0.052778 -1.169407
-0.354225 -0.454974
0.375070 -0.933584
0.389679 -0.979828
-0.284010 -1.154859
-0.030577 -0.394337
0.029412 -1.075580
0.183609 0.372061
-0.002958 -1.307883
-0.347910 -0.781644
0.322431 -0.010293
0.024752 -1.049166
0.702582 -0.501548
-0.327314 -0.427600
-0.685137 0.512485
-0.228780 -1.154454
-0.361015 0.521947
-0.342883 -1.031781
-0.246417 -1.126010
-0.804198 -0.176310
0.626835 -0.610730
0.242530 -0.828632
-0.078486 -1.333399
0.770491 -1.424077
-0.059646 -0.880876
-0.030604 0.269341
0.143843 0.136655
-0.115568 -0.880957
0.271305 -0.811479
-0.060513 -0.431512
-0.313261 0.513095
0.222795 -1.147068
0.252586 -0.866972
0.258104 -1.580203
-0.258644 -0.266588
-0.149902 -0.080987
0.165154 -1.417737
-0.331727 -0.352417
-0.028295 -1.512968
-0.002066 -1.207272
0.307191 -0.216973
-0.455669 -0.552364
0.021896 -1.262611
0.007134 -0.849261
0.477042 -0.739916
-0.180035 -1.422089
-0.564705 -1.050236
-0.176030 -1.102409
-0.231188 0.389611
-0.348288 0.299813
-0.152571 -0.548112
0.350600 -0.764894
-0.297883 -1.179165
-0.323502 -1.124325
-0.127493 -0.024450
0.066705 -0.760416
0.352157 -1.062883
0.258797 0.204804
0.118145 -1.838311
-0.232243 -1.003708
0.841046 -0.722898
-0.394521 -0.482787
0.908412 -0.430442
0.644308 -1.432835
0.332571 -0.070169
0.881165 -1.609032
-0.128110 -1.130413
-0.045804 -0.052047
-0.350833 0.273648
-0.035735 -1.666297
-0.025672 -0.079154
-0.207307 -1.181896
-0.367102 0.473113
-0.091408 -0.376739
0.026383 -1.580712
0.284172 0.121277
-0.475950 -0.692862
-0.868935 0.926637
0.233723 -1.122636
0.382370 -1.451071
0.301626 0.241147
-0.057509 -0.594096
-0.352537 0.278308
0.477460 -1.320808
-0.313667 0.484232
-0.014443 -0.331022
-0.328518 0.473014
-0.102668 0.833457
0.636023 -0.044888
0.316076 -1.000333
-0.438206 -1.036586
-0.061789 -0.876545
-0.019056 -1.002998
0.289355 -1.846386
0.078470 -0.839543
0.066437 -1.052639
0.219648 -0.094706
0.383654 -0.096156
0.509776 -1.109036
-0.713971 -0.859699
0.257568 -1.014443
-0.441554 0.347579
0.060289 -0.955529
0.417943 -0.450655
-0.245014 -0.514537
-0.011250 0.272112
0.000544 -0.969432
-0.415854 -0.932030
0.038935 0.310955
-0.197441 -1.363113
-0.005242 -0.405306
0.132410 0.425524
0.172105 0.535281
-0.346950 -0.797728
-0.334744 -0.894311
-0.298009 0.729764
-0.275359 0.743475
0.018294 -1.380165
-0.548573 0.192303
-0.849274 -0.584010
-0.953227 -0.709437
-0.362856 -0.220565
-0.239052 0.006062
0.343697 -0.032554
0.124125 -1.182799
-0.762502 -0.284216
-0.402196 -0.389444
-0.792109 -0.593189
0.013441 -0.991607
0.114680 -0.693734
-0.069364 -0.559270
-0.422193 0.397343
0.206310 -1.476316
0.148907 -1.135776
0.748103 -0.031691
0.246432 -1.678599
-0.138545 -0.804387
-0.082909 -0.378487
-0.511048 -0.332931
0.800094 -1.356762
-0.005812 0.186907
0.502779 -1.107232
0.151432 -0.813652
0.106929 -0.397073
0.137791 -0.655224
0.450501 -1.482415
0.340327 -0.148882
-0.565991 -0.911152
0.506817 -1.149389
0.086816 -1.671289
-0.219734 -0.060864
-0.042903 -1.027550
0.847563 -0.791912
-0.270746 0.652112
-0.227939 -0.728032
0.708633 -1.115144
-0.297054 -0.793439
0.597185 -1.152362
-0.201927 -0.785101
0.074929 -1.683264
-0.002203 -0.540585
0.052865 -0.916334
-0.095950 -1.413168
0.358326 -1.507404
0.403057 -0.334817
0.081337 -0.927100
-0.808134 0.037150
0.321147 -0.246454
0.136927 -0.156399
-0.272056 -0.025617
-0.545769 -0.210868
0.199015 -1.525246
-0.068157 -0.075983
-0.811382 0.323269
0.230723 -0.724563
0.028769 -1.874703
0.587953 -1.609566
-0.945470 -0.078033
0.229099 -1.191258
0.289432 -0.098629
-0.664781 0.528565
0.348922 -0.370541
0.074503 -0.823496
0.302558 -0.622212
-0.072157 -0.114576
